basename,dirname,is_bad,block,day,run,strain_name,strain_code,channel,timestamp
0.2_ju258_95_Set0_Pos0_Ch4_10012018_131130.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU258,95,4,2018-01-10 13:11:30
0.2_ju258_95_Set0_Pos0_Ch4_10012018_152833.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU258,95,4,2018-01-10 15:28:33
0.2_ju775_7a_Set0_Pos0_Ch3_10012018_103951.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU775,7A,3,2018-01-10 10:39:51
0.2_ju775_7a_Set0_Pos0_Ch4_10012018_103951.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU775,7A,4,2018-01-10 10:39:51
0.2_n2_6b_Set0_Pos0_Ch3_10012018_142331.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,N2,6B,3,2018-01-10 14:23:31
0.2_n2_6b_Set0_Pos0_Ch4_10012018_142331.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,N2,6B,4,2018-01-10 14:23:31
0.2_eg4725_6a_Set0_Pos0_Ch5_10012018_114219.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,EG4725,6A,5,2018-01-10 11:42:19
0.2_eg4725_6a_Set0_Pos0_Ch6_10012018_114219.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,EG4725,6A,6,2018-01-10 11:42:19
0.2_eg4725_6a_Set0_Pos0_Ch6_10012018_152342.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,EG4725,6A,6,2018-01-10 15:23:42
0.2_ju258_95_Set0_Pos0_Ch6_10012018_091911.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU258,95,6,2018-01-10 09:19:11
0.2_ju258_95_Set0_Pos0_Ch5_10012018_091911.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU258,95,5,2018-01-10 09:19:11
0.2_ju775_7a_Set0_Pos0_Ch5_10012018_130006.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU775,7A,5,2018-01-10 13:00:06
0.2_n2_6b_Set0_Pos0_Ch5_10012018_103320.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,N2,6B,5,2018-01-10 10:33:20
0.2_ju775_7a_Set0_Pos0_Ch5_10012018_141708.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU775,7A,5,2018-01-10 14:17:08
0.2_ju775_7a_Set0_Pos0_Ch6_10012018_130006.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU775,7A,6,2018-01-10 13:00:06
0.2_ju775_7a_Set0_Pos0_Ch6_10012018_141708.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,JU775,7A,6,2018-01-10 14:17:08
0.2_n2_6b_Set0_Pos0_Ch6_10012018_103320.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_0.2_180110,False,0,2,0,N2,6B,6,2018-01-10 10:33:20
1.1_3_my23_6c_Set0_Pos0_Ch5_14012018_114022.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,3,MY23,6C,5,2018-01-14 11:40:22
1.1_3_my23_6c_Set0_Pos0_Ch6_14012018_114022.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,3,MY23,6C,6,2018-01-14 11:40:22
1.1_4_n2_6b_Set0_Pos0_Ch3_14012018_125942.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,4,N2,6B,3,2018-01-14 12:59:42
1.1_4_n2_6b_Set0_Pos0_Ch4_14012018_125942.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,4,N2,6B,4,2018-01-14 12:59:42
1.1_5_ju1568_91_Set0_Pos0_Ch1_14012018_141315.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,5,JU1568,91,1,2018-01-14 14:13:15
1.1_5_ju1568_91_Set0_Pos0_Ch2_14012018_141315.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,5,JU1568,91,2,2018-01-14 14:13:15
1.1_6_lkc34_ae_Set0_Pos0_Ch1_14012018_151339.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,6,LKC34,AE,1,2018-01-14 15:13:39
1.1_6_lkc34_ae_Set0_Pos0_Ch2_14012018_151339.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,6,LKC34,AE,2,2018-01-14 15:13:39
1.1_7_brc20067_9d_ed3017_c1_Set0_Pos0_Ch1_14012018_163836.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,7,BRC20067,9D,1,2018-01-14 16:38:36
1.1_7_brc20067_9d_ed3017_c1_Set0_Pos0_Ch2_14012018_163836.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,7,ED3017,C1,2,2018-01-14 16:38:36
1.1_8_my23_6c_nic256_f3_Set0_Pos0_Ch1_14012018_175542.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,8,MY23,6C,1,2018-01-14 17:55:42
1.1_8_my23_6c_nic256_f3_Set0_Pos0_Ch2_14012018_175542.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,8,NIC256,F3,2,2018-01-14 17:55:42
1.1_2_cx11271_cb_Set0_Pos0_Ch4_14012018_104549.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,2,CX11271,CB,4,2018-01-14 10:45:49
1.1_1_da609_Set0_Pos0_Ch5_14012018_092702.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,1,DA609,XX,5,2018-01-14 09:27:02
1.1_1_da609_Set0_Pos0_Ch6_14012018_092702.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,1,DA609,XX,6,2018-01-14 09:27:02
1.1_1_eca246_8f_Set0_Pos0_Ch3_14012018_093713.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,1,ECA246,8F,3,2018-01-14 09:37:13
1.1_5_ju311_79_Set0_Pos0_Ch4_14012018_140705.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,5,JU311,79,4,2018-01-14 14:07:05
1.1_6_nic277_e3_Set0_Pos0_Ch3_14012018_150718.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,6,NIC277,E3,3,2018-01-14 15:07:18
1.1_6_nic277_e3_Set0_Pos0_Ch4_14012018_150718.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,6,NIC277,E3,4,2018-01-14 15:07:18
1.1_7_cb4856_oo_ju830_b5_Set0_Pos0_Ch3_14012018_162612.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,7,CB4856,OO,3,2018-01-14 16:26:12
1.1_7_cb4856_oo_ju830_b5_Set0_Pos0_Ch4_14012018_162612.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,7,JU830,B5,4,2018-01-14 16:26:12
1.1_8_ju830_b5_ed3017_c1_Set0_Pos0_Ch3_14012018_175026.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,8,JU830,B5,3,2018-01-14 17:50:26
1.1_8_ju830_b5_ed3017_c1_Set0_Pos0_Ch4_14012018_175026.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,8,ED3017,C1,4,2018-01-14 17:50:26
1.1_5_nic256_f3_Set0_Pos0_Ch6_14012018_140102.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,5,NIC256,F3,6,2018-01-14 14:01:02
1.1_3_cb4856_oo_Set0_Pos0_Ch3_14012018_114743.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,3,CB4856,OO,3,2018-01-14 11:47:43
1.1_4_brc20067_9d_Set0_Pos0_Ch6_14012018_125041.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,4,BRC20067,9D,6,2018-01-14 12:50:41
1.1_5_nic256_f3_Set0_Pos0_Ch5_14012018_140102.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,5,NIC256,F3,5,2018-01-14 14:01:02
1.1_6_my16_74_Set0_Pos0_Ch6_14012018_150051.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,6,MY16,74,6,2018-01-14 15:00:51
1.1_6_my16_74_Set0_Pos0_Ch5_14012018_150051.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,6,MY16,74,5,2018-01-14 15:00:51
1.1_7_nic256_f3_lkc34_ae_Set0_Pos0_Ch5_14012018_161616.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,7,NIC256,F3,5,2018-01-14 16:16:16
1.1_7_nic256_f3_lkc34_ae_Set0_Pos0_Ch6_14012018_161616.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,7,LKC34,AE,6,2018-01-14 16:16:16
1.1_8_n2_6b_my16_74_Set0_Pos0_Ch6_14012018_173553.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,8,MY16,74,6,2018-01-14 17:35:53
1.1_8_n2_6b_my16_74_Set0_Pos0_Ch5_14012018_173553.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,8,N2,6B,5,2018-01-14 17:35:53
1.1_4_brc20067_9d_Set0_Pos0_Ch5_14012018_125041.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,4,BRC20067,9D,5,2018-01-14 12:50:41
1.1_3_cb4856_oo_Set0_Pos0_Ch4_14012018_114743.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,3,CB4856,OO,4,2018-01-14 11:47:43
1.1_2_cx11271_cb_Set0_Pos0_Ch3_14012018_104549.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,2,CX11271,CB,3,2018-01-14 10:45:49
1.1_1_eca246_8f_Set0_Pos0_Ch4_14012018_093713.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,1,ECA246,8F,4,2018-01-14 09:37:13
1.1_3_ed3017_c1_Set0_Pos0_Ch1_14012018_120042.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,3,ED3017,C1,1,2018-01-14 12:00:42
1.1_3_ed3017_c1_Set0_Pos0_Ch2_14012018_120042.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,3,ED3017,C1,2,2018-01-14 12:00:42
1.1_2_ed3040_do_Set0_Pos0_Ch1_14012018_105326.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,2,ED3040,DO,1,2018-01-14 10:53:26
1.1_2_ed3040_do_Set0_Pos0_Ch2_14012018_105326.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,2,ED3040,DO,2,2018-01-14 10:53:26
1.1_4_ed3048_c4_Set0_Pos0_Ch1_14012018_130637.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,4,ED3048,C4,1,2018-01-14 13:06:37
1.1_4_ed3048_c4_Set0_Pos0_Ch2_14012018_130637.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,4,ED3048,C4,2,2018-01-14 13:06:37
1.1_2_ju830_b5_Set0_Pos0_Ch5_14012018_103803.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,2,JU830,B5,5,2018-01-14 10:38:03
1.1_2_ju830_b5_Set0_Pos0_Ch6_14012018_103803.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,2,JU830,B5,6,2018-01-14 10:38:03
1.1_1_nic252_c2_Set0_Pos0_Ch1_14012018_094825.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,1,NIC252,C2,1,2018-01-14 09:48:25
1.1_1_nic252_c2_Set0_Pos0_Ch2_14012018_094825.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,1,NIC252,C2,2,2018-01-14 09:48:25
1.1_5_ju311_79_Set0_Pos0_Ch3_14012018_140705.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_1.1_180114,False,1,1,5,JU311,79,3,2018-01-14 14:07:05
1.2_8_da609_cb4856_oo_Set0_Pos0_Ch2_15012018_183441.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,8,CB4856,OO,2,2018-01-15 18:34:41
1.2_9_da609_Set0_Pos0_Ch1_15012018_193045.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,9,DA609,XX,1,2018-01-15 19:30:45
1.2_9_da609_Set0_Pos0_Ch2_15012018_193045.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,9,DA609,XX,2,2018-01-15 19:30:45
1.2_7_ju311_79_ju1568_91_Set0_Pos0_Ch2_15012018_171209.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,7,JU1568,91,2,2018-01-15 17:12:09
1.2_8_da609_cb4856_oo_Set0_Pos0_Ch1_15012018_183441.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,8,DA609,XX,1,2018-01-15 18:34:41
1.2_x_ed3017_c1_Set0_Pos0_Ch2_15012018_130909.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,True,1,2,0,ED3017,C1,2,2018-01-15 13:09:09
1.2_x_ed3017_c1_Set0_Pos0_Ch1_15012018_130909.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,True,1,2,0,ED3017,C1,1,2018-01-15 13:09:09
1.2_1_cb4856_oo_Set0_Pos0_Ch2_15012018_085714.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,1,CB4856,OO,2,2018-01-15 08:57:14
1.2_1_cb4856_oo_Set0_Pos0_Ch1_15012018_085714.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,1,CB4856,OO,1,2018-01-15 08:57:14
1.2_2_n2_6b_Set0_Pos0_Ch2_15012018_095946.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,2,N2,6B,2,2018-01-15 09:59:46
1.2_5_brc20067_9d_Set0_Pos0_Ch1_15012018_142630.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,5,BRC20067,9D,1,2018-01-15 14:26:30
1.2_3_da609_Set0_Pos0_Ch3_15012018_110102.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,3,DA609,XX,3,2018-01-15 11:01:02
1.2_5_brc20067_9d_Set0_Pos0_Ch2_15012018_142630.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,5,BRC20067,9D,2,2018-01-15 14:26:30
1.2_3_ed3040_do_ed3040_do_Set0_Pos0_Ch2_15012018_110336.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,3,ED3040,DO,2,2018-01-15 11:03:36
1.2_3_ed3040_do_ed3040_do_Set0_Pos0_Ch1_15012018_110336.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,3,ED3040,DO,1,2018-01-15 11:03:36
1.2_4_ed3017_c1_Set0_Pos0_Ch2_15012018_132033.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,4,ED3017,C1,2,2018-01-15 13:20:33
1.2_4_ed3017_c1_Set0_Pos0_Ch1_15012018_132033.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,4,ED3017,C1,1,2018-01-15 13:20:33
1.2_7_ju311_79_ju1568_91_Set0_Pos0_Ch1_15012018_171209.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,7,JU311,79,1,2018-01-15 17:12:09
1.2_X_5_brc20067_9d_Set0_Pos0_Ch2_15012018_143527.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,True,1,2,5,BRC20067,9D,2,2018-01-15 14:35:27
1.2_6_ju830_b5_Set0_Pos0_Ch2_15012018_155307.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,6,JU830,B5,2,2018-01-15 15:53:07
1.2_6_ju830_b5_Set0_Pos0_Ch1_15012018_155307.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,6,JU830,B5,1,2018-01-15 15:53:07
1.2_1_my16_74_Set0_Pos0_Ch4_15012018_085143.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,1,MY16,74,4,2018-01-15 08:51:43
1.2_2_my23_6c_Set0_Pos0_Ch4_15012018_095357.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,2,MY23,6C,4,2018-01-15 09:53:57
1.2_1_my16_74_Set0_Pos0_Ch3_15012018_085143.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,1,MY16,74,3,2018-01-15 08:51:43
1.2_3_da609_Set0_Pos0_Ch4_15012018_110102.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,3,DA609,XX,4,2018-01-15 11:01:02
1.2_2_my23_6c_Set0_Pos0_Ch3_15012018_095357.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,2,MY23,6C,3,2018-01-15 09:53:57
1.2_2_n2_6b_Set0_Pos0_Ch1_15012018_095946.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,2,N2,6B,1,2018-01-15 09:59:46
1.2_X_brc20067_9d_Set0_Pos0_Ch1_15012018_143527.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,True,1,2,0,BRC20067,9D,1,2018-01-15 14:35:27
1.2_5_ed3048_c4_Set0_Pos0_Ch4_15012018_141902.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_1.2_180115,False,1,2,5,ED3048,C4,4,2018-01-15 14:19:02
